ObjectID *,GlobalID *,Park,Spring name,SiteCode,SiteID,DateTime,Protocol,SurveyName,VisitType,Sampled,SpringType,Spring comments,UTM zone,Datum,GPS ID,Are you using the internal camera on this device for photos?,Camera ID #,Memory Card #,Is this a sensor spring?,Was the old sensor retrieved?,Was a new sensor deployed?,Sensor type,Sensor ID,Deployment time,Notes,FlowCondition,DischargeMethod,VolDischarge_L_per_s,DischargeClass_L_per_s,ContainerVolume_mL,PercentCaptured,Discharge notes,SpringbrookType,SpringbrookLengthFlag,SpringbrookLength_m,SpringbrookWidth_m,DiscontinuousSpringbrookLengthFlag,DiscontinuousSpringbrookLength_m,Channel description,Water quality data collected?,Enter the date and time of the last calibration,Water quality instrument,pH instrument,DO instrument,SpCond instrument,Temperature instrument,Did you check the calibration at this spring?,Please describe why a calibration check was not necessary,Calibration check parameters,Select the first pH standard,First pH temperature (C),First pH reading,Select the second pH standard,Second pH temperature (C),Second pH reading,DO% temperature (C),DO% reading,Barometric pressure (mmHg),SpCond standard (uS/cm),SpCond reading (uS/cm),Calibration check notes,Water quality parameters,Why are water quality data missing?,pH reading 1,pH reading 2,pH reading 3,Temperature reading 1 (C),Temperature reading 2 (C),Temperature reading 3 (C),SpCond reading 1 (uS/cm),SpCond reading 2 (uS/cm),SpCond reading 3 (uS/cm),DO reading 1 (%),DO reading 1 (mg/L),DO reading 2 (%),DO reading 2 (mg/L),DO reading 3 (%),DO reading 3 (mg/L),Water quality notes,Flow modification,Roads,Human use,Plant management,Hiking trails,Livestock/feral,Other,Fire,Flooding,Wildlife,Other,Overall disturbance,Disturbance notes,Is there evidence of wildlife?,Vegetation present?,LifeFormList,LifeFormListWPhotos,WoodyGT4m,Woody2to4m,WoodyLT2m,Forb,Grass,Reed,Rush,Sedge,Cattail,Bryophyte,NonPlant,Mistletoe (Phoradendron sp.) present?,Vegetation notes,Invasive Plants Observed?,Invasive notes,InvasiveListInternal,InvasiveListExternal,CreationDate *,Creator *,EditDate *,Editor *,Is springbrook continuous or discontinuous?,Is discontinuous surface water length >50m or measured?,Discontinous length (m),pHWarning,TempWarning,SpCondWarning,DOPctWarning,DOMgWarning,pH flag,Temperature flag,SpCond flag,DO flag,Permanent bolt status?,CameraCardName,Shape
1,{ed77c029-6c83-42ec-aeab-9ad123d370d5},Death Valley NP,DEVA_P_MCD0281,DEVA_P_MCD0281,1015,11/12/2019 20:24,MOJN DS (Published 2018),DEVA_P_MCD0281: 2019-11-12,Primary,Sampled,Rheocrene,Small 0.3x0.3 pool at base of rabbitbrush; in shallow drainage ,Zone 11,NAD83 (Unknown),BadElf 4181,No,36782,MOJN_02,Yes,Yes,Yes,HOBO TidbiT,358,12:37,<Null>,standing water,Estimated,,<0.1 L/s,<Null>,<Null>,Discharge fills a small shallow depression; wet soil extends approx 10cm beyond surface water ,,Measured,0.3,0.3,<Null>,<Null>,"Spring source located in center of preexisting channel, most likely formed by surface water runoff; channel of gravel cobble, of volcanic (tuff) origin ",Yes,11/12/2019 20:24,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),No,Calibrated at this spring ,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,Temp,SpCond",<Null>,7.16,7.16,7.15,15.7,15.2,15.1,760,760,761,14,1.14,13.5,1.11,14.1,1.17,"DO sensor fluctuating, low water level making reading difficult; temp drop may be due to shading of sun by technician ",Yes - All inactive,1,1,0,0,0,0,0,0,1,0,1,Possible digging by wildlife near source (downstream),Yes,Yes,"Woody <2m, Forb, Grass","Woody <2m: 0724, 0725, 0726
Forb: 0733, 0734
Grass: 0731, 0732",NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,No,Atriplex canescens present. Red brome (BRRU2),Yes,<Null>,"BRRU2 (Bromus rubens), BRTE (Bromus tectorum), POMO5 (Polypogon monspeliensis)","BRRU2 (Bromus rubens): 0727, 0728
BRTE (Bromus tectorum): 0731, 0732
POMO5 (Polypogon monspeliensis): 0729, 0730",11/22/2019 17:36,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
4,{7b6c1067-fd26-4b33-8912-e5b783c8ec07},Death Valley NP,DEVA_P_CUR0123,DEVA_P_CUR0123,999,11/12/2019 22:44,MOJN DS (Published 2018),DEVA_P_CUR0123: 2019-11-12,Primary,Sampled,Rheocrene,"Spring consists of pool with many livestock/wildlife trails. Surface water continues appx 18m downstream in trampled, muddy channel through 2-4m high rabbitbrush",Zone 11,NAD83 (Unknown),BadElf 4181,No,36782,MOJN_02,Yes,Yes,Yes,HOBO TidbiT,360,14:55,Deployed with some wire,standing water,Estimated,,<0.1 L/s,<Null>,<Null>,Slow discharge fills source pool and pockmarked channel,,Measured,18,2.1,<Null>,<Null>,Pool at source roughly 2.5m diameter circle,Yes,11/12/2019 19:13,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),No,Calibrated at this spring,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond",<Null>,7.59,7.59,7.59,<Null>,<Null>,<Null>,600,600,600,138.1,11.41,137.7,11.34,137.5,11.33,DO levels may be high due to high number of submerged macrophytes and algae,Yes - All inactive,0,1,0,0,4,0,0,0,1,0,4,"Near a campsite, possible human use of livestock trail. probably ungulate grazing on grass within the buffer",Yes,Yes,"Woody 2-4m, Woody <2m, Forb, Grass, Non-Plant","Woody 2-4m: 741, 742, 743
Woody <2m: 741, 742, 743
Forb: 748, 749
Grass: 750, 751
Non-Plant: 740",NA,3,1,4,2,NA,NA,NA,NA,NA,5,No,unkown grass is heavily foraged,Yes,<Null>,"POMO5 (Polypogon monspeliensis), BRRU2 (Bromus rubens), BRTE (Bromus tectorum)","POMO5 (Polypogon monspeliensis): 0746, 0747
BRRU2 (Bromus rubens): 744, 745
BRTE (Bromus tectorum): 753, 754",11/22/2019 20:24,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,<Null>,NF,NF,<Null>,<Null>,Point
7,{25da3d46-c8e7-4a56-b6c5-5ca7b6668def},Death Valley NP,DEVA_P_NEL0651,DEVA_P_NEL0651,1011,11/13/2019 19:30,MOJN DS (Published 2018),DEVA_P_NEL0651: 2019-11-13,Primary,Sampled,Rheocrene,"Dry, source located in channel incision. Riparian bunch grass. Upstream is willow and Rosa woodsii.",Zone 11,NAD83 (Unknown),BadElf 4181,No,36782,MOJN_02,Yes,Yes,Yes,HOBO TidbiT,359,11:35,Sensor ID 20661060. New sensor deployed with same bolt and red and white wires.,dry,Estimated,,0 L/s,<Null>,<Null>,<Null>,,Measured,0,0,<Null>,<Null>,Spring located in channel formed by surface drainage. Channel lined with rhyolitic tuff cliffs. Tuff has basalt lithics. Sandy gravel and tuff boulders in channel. Large channel between cliffs is about 10m across. Incision within this channel is <1m wide and <0.5m deep.,No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,0,0,0,0,0,0,0,0,Possible burro track in buffer,Yes,Yes,"Woody 2-4m, Woody <2m, Forb, Grass, Bryophyte, Non-Plant","Woody 2-4m: 0777, 0778
Woody <2m: 0777, 0778
Forb: 0769, 0771
Grass: 0762, 0764, 0765
Bryophyte: 0776
Non-Plant: 0779",NA,4,5,2,1,NA,NA,NA,NA,3,6,Yes,Artemisia dracunculus (possible) was determined to be less abundant than the unknown forb,Yes,Brome carpets the majority of the buffer,BRTE (Bromus tectorum),"BRTE (Bromus tectorum): 0761, 0760",11/22/2019 21:18,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
5,{6c7da03f-b529-4892-8435-fd3294b67df5},Death Valley NP,DEVA_P_WAU0880,DEVA_P_WAU0880,995,11/18/2019 22:23,MOJN DS (Published 2018),DEVA_P_WAU0880: 2019-11-18,Primary,Sampled,Rheocrene,"Source emerges from an outcrop of loosely consolidated sediment. Two large (elms?) mark the source, which is surrounded by a dilapidated, compromised, burro fence. Multiple fresh bird kills at and within source.",Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36782,MOJN_02,Yes,Yes,Yes,HOBO TidbiT,315,15:20,Sensor ID 20661072. New sensor deployed with same bolt and red wire as the old sensor.,standing water,Estimated,,<0.1 L/s,<Null>,<Null>,Very slow discharge filling a small pool ~0.5in deep,,Measured,1.6,0.4,<Null>,<Null>,"Source pool is elongate, emerging from outcrop at northern drainage bank. Slight incision from discharge downstream where it joins the greater drainage. Channel trampled by wildlife/burro.",Yes,11/18/2019 22:23,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),No,Calibrated at this spring,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.11,7.11,7.11,13.9,13.8,13.8,1053,1053,1053,0.6,0.05,0.5,0.05,0.5,0.04,"DO very low, basically anoxic. Consistent with smell. Had to dig a small depression in source pool to take water quality.",Yes - All inactive,0,1,0,0,2,0,0,0,2,0,2,Source area is within compromised burro exclosure with trampling by burro/wildlife. At least two fresh bird kills contaminating source area and source itself. Scrap metal in main drainage.,Yes,Yes,"Woody >4m, Woody 2-4m, Woody <2m, Forb, Grass","Woody >4m: 0788, 0790, 0791
Woody 2-4m: 0788, 0790, 0791
Woody <2m: 0792, 0793, 0794
Forb: 0798, 0799, 0801
Grass: 0795, 0796, 0797, 0802",1,4,3,5,2,NA,NA,NA,NA,NA,NA,No,"Bunchgrass highly trampled, possible bedding site. Young elm sapling heavily browsed.",Yes,Brome dispersed through buffer,"BRTE (Bromus tectorum), BRRU2 (Bromus rubens)","BRTE (Bromus tectorum): 0803
BRRU2 (Bromus rubens): 0804",11/22/2019 20:27,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
3,{d2a48ce4-b635-4fc4-b513-80c58dfb9139},Death Valley NP,DEVA_P_SIS0800,DEVA_P_SIS0800,996,11/19/2019 19:25,MOJN DS (Published 2018),DEVA_P_SIS0800: 2019-11-19,Primary,Sampled,Rheocrene,Source is located in a narrow incised channel with a mossy damp patch of soil surrounded by willow.,Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36782,MOJN_02,Yes,Yes,Yes,HOBO TidbiT,313,11:35,Sensor ID 20661051. New sensor deployed with same bolt and same wire (red),wet soil only,Estimated,,<0.1 L/s,<Null>,<Null>,"Discharge wets a patch of soil and moss, 0.75m x 0.5m",,Measured,0,0,<Null>,<Null>,Channel is a narrow incised side drainage on S side of main drainage. Choked with thick willow stand.,No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,0,0,0,0,0,0,0,0,Pristine spring with very light evidence of wildlife use,Yes,Yes,"Woody 2-4m, Woody <2m, Forb, Grass, Bryophyte, Non-Plant","Woody 2-4m: 0817, 0818
Woody <2m: 0814, 0815
Forb: 0811, 0812
Grass: 0822, 0823
Bryophyte: 0819, 0820
Non-Plant: 0821",NA,1,2,3,4,NA,NA,NA,NA,5,6,No,Rosa woodsii also present. At least 3 species of senesced annual forb present throughout buffer.,Yes,BRTE present throughout buffer,BRTE (Bromus tectorum),"BRTE (Bromus tectorum): 0822, 0823",11/22/2019 19:53,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
2,{fd444a72-b993-48fe-9118-7fb4f31b84a7},Death Valley NP,DEVA_P_BOT0781,DEVA_P_BOT0781,992,11/19/2019 21:37,MOJN DS (Published 2018),DEVA_P_BOT0781: 2019-11-19,Primary,Sampled,Rheocrene,Spring has discrete source and springbrook within open tunnel through dense willow thicket kept clear likely by wildlife.,Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36782,MOJN_02,Yes,No,Yes,HOBO TidbiT,317,14:24,Sensor ID 20661073,flowing,Estimated,,<0.1 L/s,<Null>,<Null>,Discharge is a steady drip from muddy channel bank. Flow is continuous for 10.9m as a steady trickling brook.,,Measured,10.9,0.4,<Null>,<Null>,"The channel is a shallow (0.25in) meandering spring brook with black, organic rich, muddy sediment.",Yes,11/19/2019 21:35,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),No,Recalibrated at this spring,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.91,7.91,7.91,9.4,9.4,9.4,520,520,520,90.4,8.1,90.4,8.1,90.5,8.1,Had to dig small hole in channel ~4m downstream of source to have sufficient water depth,None,0,0,0,0,0,0,0,0,1,0,1,Tunnel through willow likely kept open from wildlife traveling through/using,Yes,Yes,"Woody >4m, Woody 2-4m, Woody <2m, Forb, Grass, Sedge, Bryophyte","Woody >4m: 0831, 0832
Woody 2-4m: 0834, 0835
Woody <2m: 0834, 0835
Forb: 0843, 0827
Grass: 0841, 0842
Sedge: 0838, 0839
Bryophyte: 0837",1,2,4,3,5,NA,NA,6,NA,7,NA,No,"Grass, Forbs, and sedge mostly present in source area",No,<Null>,<Null>,<Null>,11/22/2019 18:56,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
8,{03ece0ee-231f-45d6-8edb-ffcca75b2f01},Death Valley NP,DEVA_P_HUM0793,DEVA_P_HUM0793,1010,11/20/2019 17:00,MOJN DS (Published 2018),DEVA_P_HUM0793: 2019-11-20,Primary,Sampled,Rheocrene,Spring source emerges on a bench on the main drainage slope. Flow continues down a gully escarpment through an opening in a dense willow stand. Appears to be an important water source for wildlife. Actively snowing.,Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36782,MOJN_02,Yes,Yes,Yes,HOBO TidbiT,316,9:25,"Sensor ID 1063 on paper data sheet, assumed to be 20661063. New sensor placed at pipe and tied with red and white wire.",flowing,Volumetric,,<Null>,500,100,"Discharge is primarily from a plastic pipe, though there is a non-trivial amount of discharge emerging ~1.75m upstream from source.",,Measured,19,0.4,<Null>,<Null>,Water flows in a shallow (0.25in) channel down gully escarpment and into a tunnel of dense vegetation,Yes,11/20/2019 17:00,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),No,Calibrated at this location,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,8.14,8.14,8.15,7.7,7.7,7.7,428.7,428.7,428.6,94.6,8.5,94.6,8.5,94.7,8.51,Taken in pool within channel below escarpment,Yes - One or more active,0,1,0,0,0,0,0,0,2,0,2,"Source mainly emerges from a pipe. Source area trampled by wildlife, mostly mule deer.",Yes,Yes,"Woody >4m, Woody 2-4m, Woody <2m, Forb, Sedge, Bryophyte","Woody >4m: 0862, 0864
Woody 2-4m: 0865, 0861, 0860
Woody <2m: 0853, 0854
Forb: 0858, 0859
Sedge: 0855, 0856
Bryophyte: 0857",1,4,5,2,NA,NA,NA,3,NA,6,NA,No,Mistletoe present outside of buffer,No,<Null>,<Null>,<Null>,11/22/2019 21:43,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
6,{99f9f3e1-2726-4ec9-b4e1-c93105ad59fd},Death Valley NP,DEVA_P_POP0642,DEVA_P_POP0642,1000,11/20/2019 19:03,MOJN DS (Published 2018),DEVA_P_POP0642: 2019-11-20,Primary,Sampled,Rheocrene,"Spring emerges from sediment layer under thicket of live and dead willow and cottonwoods. Heavily trampled by human, burro, and wildlife.",Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36782,MOJN_02,Yes,Yes,Yes,HOBO TidbiT,361,11:18,Sensor ID 1061. Assuming full sensor ID is 20661061 but 1061 is all that is written on the sheet.,flowing,Estimated,,0.1 - <1.0 L/s,<Null>,<Null>,<Null>,,>50m,<Null>,1.5,<Null>,<Null>,Spring brook flows through muddy channel over and through large cottonwoods and willow; most of channel narrow (0.5 to 1.0m) with one wide pool ~3m which is contained/formed by cottonwood trunk.,Yes,11/20/2019 17:00,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),Yes,<Null>,DO_percent,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,8.6,100.2,<Null>,<Null>,<Null>,"Sensor calibrated recently at Hummingbird spring. Checked DO, it was within acceptable levels, drop of over 3000ft elevation from Hummingbird Spring. Barometric pressure not recorded on data sheet.","pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.3,7.3,7.3,19.9,19.9,19.9,915,915,915,49.6,3.84,49.4,3.82,49.3,3.81,<Null>,None,0,3,0,0,3,0,0,0,3,0,3,"Tracks and trampling a mix of human, wildlife, burro, with signs of browsing on riparian plants. No hiking trail, but recreation use (picnicking), road within 5m of buffer.",Yes,Yes,"Woody >4m, Woody 2-4m, Woody <2m, Forb, Grass, Sedge, Bryophyte, Non-Plant","Woody >4m: 0871, 0873
Woody 2-4m: 0875, 0876
Woody <2m: 0877, 0878, 0879
Forb: 0883
Grass: 0882
Sedge: 0885, 0886
Bryophyte: 0880, 0881
Non-Plant: 0884",1,2,3,6,7,NA,NA,5,NA,4,8,No,"Baccharis, sedge and grass browsed by wildlife",No,<Null>,<Null>,<Null>,11/22/2019 20:54,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
23,{29d6c587-602d-44b2-b668-dc781ef3765c},Joshua Tree NP,JOTR_P_PIN0216,JOTR_P_PIN0216,77,12/3/2019 21:57,MOJN DS (Published 2018),JOTR_P_PIN0216: 2019-12-03,Primary,Sampled,Rheocrene,"Dry. Source on north bank of wash under 2m lavender bush. Channel is lined with large granite boulders and filled with coarse sand. Spring discharges into overland flow channel. No signs of flow from spring in sandy channel, but spring source under desert lavender and under boulder is damp.",Zone 11,NAD83 (Unknown),BadElf 4581,No,36782,MOJN_02,Yes,Yes,Yes,HOBO TidbiT,350,14:08,"Sensor deployed with red and white wire in same location, tied to the lavender bush",dry,Estimated,,0 L/s,<Null>,<Null>,"Soil around source damp; rain within 4 days, but source location noticeably damper than surrounding soil. ",,Measured,0,0,<Null>,<Null>,No channel emanating from spring source. Source is on the north bank of overland drainage channel. Source is under large granite boulders.,No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,0,0,0,0,0,0,0,0,<Null>,Yes,Yes,"Woody <2m, Forb, Grass, Woody 2-4m","Woody <2m: 0723, 0724, 0725
Forb: 0726, 0727
Grass: 0728
Woody 2-4m: 0729, 0730",NA,2,1,3,4,NA,NA,NA,NA,NA,NA,No,"Most of channel is sandy and plant free. No mistletoe in buffer, but some right outside buffer in wash, on mesquites.",No,<Null>,<Null>,<Null>,12/6/2019 19:39,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
22,{e2a96059-33f9-4c3f-b12c-f0a309a1fa77},Joshua Tree NP,JOTR_P_COT0136,JOTR_P_COT0136,96,12/4/2019 0:24,MOJN DS (Published 2018),JOTR_P_COT0136: 2019-12-03,Primary,Sampled,Rheocrene,Spring dry. Emerges out of bank of wash from about 4 m above bottom of wash. Drains into wash of >4m willow (unknown). ,Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36782,MOJN_02,No,<Null>,,<Null>,<Null>,<Null>,<Null>,dry,Estimated,,0 L/s,<Null>,<Null>,"Stream bank where source located dry, channel below damp probably due to recent rains (within 5 days)",,Measured,0,0,<Null>,<Null>,"Possible source hole on bank of stream at source, in crumbly granite bank; app. .25 m incision along granite outcrops. ",No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,0,0,0,0,4,0,0,4,Flooding caused downed willows and pile up of debris within channel. ,Yes,Yes,"Woody >4m, Woody 2-4m, Woody <2m, Forb","Woody >4m: 0735, 0736
Woody 2-4m: 0742, 0744
Woody <2m: 0745, 0747
Forb: 0738, 0741",1,2,4,3,NA,NA,NA,NA,NA,NA,NA,No,Getting dark as identifying plants,No,<Null>,<Null>,<Null>,12/6/2019 19:39,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
25,{e91f3bc7-596c-47fc-bb24-7b1f7b442eca},Joshua Tree NP,JOTR_P_COT0294,JOTR_P_COT0294,80,12/4/2019 18:15,MOJN DS (Published 2018),JOTR_P_COT0294: 2019-12-04,Primary,Sampled,Rheocrene,"Spring emerges from source pool choked with algae. Flows 9.2m before submerging under granite boulder. Large granite boulders, sand, and pebbles in channel.",Zone 11,NAD83 (Unknown),BadElf 4581,No,36782,MOJN_02,Yes,Yes,Yes,HOBO TidbiT,351,10:28,Deployed in same location with red and white wire.,flowing,Estimated,,<0.1 L/s,<Null>,<Null>,"Heavy rain, very wet everywhere. Low velocity flow and lots of algae in pools",,Measured,9.2,0.5,<Null>,<Null>,"Initial source pool 1m x 1m. At 2m from source, channel is ~0.1m, entering another pool at 5.6m before submerging into gravel under boulder at 9.2m.",Yes,12/4/2019 18:15,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),No,Calibrated at this spring.,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.05,7.04,7.04,14.7,14.7,14.7,1273,1273,1274,40.3,3.66,40.6,3.68,41,3.72,Moderate to heavy rain. Large growth of filamentous algae in source pool. Could be affecting DO,None,0,0,0,0,0,0,0,1,0,0,1,"Evidence of flood with downed and piled veg, however not recent enough for signs of scouring, and forbs and grass present within stream channel.",Yes,Yes,"Woody >4m, Woody 2-4m, Woody <2m, Forb, Grass, Sedge, Non-Plant","Woody >4m: 0769
Woody 2-4m: 0763, 0764
Woody <2m: 0770, 0771
Forb: 0767, 0768
Grass: 0760, 0761, 0762
Sedge: 0756, 0757, 0758
Non-Plant: 0759",1,3,4,6,1,NA,NA,7,NA,NA,5,No,"Fuschia in woody<2, but it may be a forb. If it is, it dominates the forbs.",Yes,One small tamarisk in spring brook. Some small tamarisk further down wash.,"PHDA4 (Phoenix dactylifera), TARA (Tamarix ramosissima)","PHDA4 (Phoenix dactylifera): 0763, 0764
TARA (Tamarix ramosissima): 0766",12/6/2019 19:52,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
24,{04eda271-6a18-4ad9-b1e4-0b02963f5934},Joshua Tree NP,JOTR_P_LOS0014,JOTR_P_LOS0014,108,12/4/2019 21:56,MOJN DS (Published 2018),JOTR_P_LOS0014: 2019-12-04,Primary,Sampled,Rheocrene,"Dry. Rain all day, no signs of flow",Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36782,MOJN_02,No,<Null>,,<Null>,<Null>,<Null>,<Null>,dry,Estimated,,0 L/s,<Null>,<Null>,Wet soil is due to rain,,Measured,0,0,<Null>,<Null>,Source in middle of surface drainage channel. Sand and pebbles and granite boulders. Lots of veg.,No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,1,0,0,0,0,0,3,0,0,3,"Next to trail, but trail outside buffer. Signs of human use: toilet paper. Exposed fresh roots along bank.",Yes,Yes,"Woody >4m, Woody 2-4m, Woody <2m, Forb, Grass, Sedge","Woody >4m: 0783
Woody 2-4m: 0775, 0776, 0778
Woody <2m: 0779, 0780
Forb: 0781, 0782
Grass: 0786, 0787, 0788
Sedge: 0784, 0785",5,4,2,6,1,NA,NA,3,NA,NA,NA,No,"Sedge may be a rush, it has pithy stems, slightly flattened stems/modified leaves.",No,<Null>,<Null>,<Null>,12/6/2019 19:52,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
