Unit_Code,Spring_ID,MOJN_SpringCode,ComplexName,LocationName,LocationType_Label,LandOwnership_Label,ComplexStatus_Label,X_UTM_NAD83_11N,Y_UTM_NAD83_11N,Lon_WGS84,Lat_WGS84,ElevationDEM_m,BuildingProximity,ElevationBand,EventDate,VisitType_Label,SpringHabitat_Label,DissolvedOxygen_mg_per_l,SpringbrookLength_m,Temperature_C,SpConductivity_microSiemens_per_cm,pH,DischargeFlag_Code,Discharge_liters_per_minute,WaterDepth_cm,WaterWidth_m,Notes,FieldnoteNumber,LocateStatus_Label,DischargeClass_Description,Event_ID,Diversion,Dredging,Drying,Fire,Flooding,Livestock,Other,Overall,Recreation,Residence
GRBA,BAKE0096,GRBA_P_BAKE0096,[No Data],BAKE0096,,Park,[No Data],738397,4317644,-114.2480634,38.97535243,2469,[No Data],3,,,[No Data],5.78,70,9.7,23.5,6.62,LT,17,3,0.8,stream starting in birch patch @ bottom of open meadow TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2864,,,,,,,,,,
GRBA,BAKE0097,GRBA_P_BAKE0097,[No Data],BAKE0097,,Park,[No Data],739715,4319207,-114.2323175,38.9890611,2249,[No Data],3,,,[No Data],0,10,12.7,25.5,6.4,LT,1.7,4,0.5,2 muddy springs in small opening noth of Baker Ck TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2865,,,,,,,,,,
GRBA,BAKE0098,GRBA_P_BAKE0098,[No Data],BAKE0098,,Park,[No Data],739662,4319182,-114.2329375,38.98885058,2255,[No Data],3,,,[No Data],2.54,50,12.2,44,6.8,LT,17,8.5,1.5,large pool N of Baker surrounded by willow just south of 2 SHs TYPE: Spring Complex SUBSTRATE: Unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2866,,,,,,,,,,
GRBA,BAKE0099,GRBA_P_BAKE0099,[No Data],BAKE0099,,Park,[No Data],739576,4319241,-114.2339087,38.98940517,2267,[No Data],3,,,[No Data],5.23,8,14.3,38.1,6.4,LT,17,2,0.3,large marshy meadow N of Bake098 TYPE: Spring Complex SUBSTRATE: clay-silt ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2867,,,,,,,,,,
GRBA,BAKE0100,GRBA_P_BAKE0100,[No Data],BAKE0100,,Park,[No Data],738599,4317518,-114.2457781,38.97416331,2454,[No Data],3,,,[No Data],6.51,,9.6,14.7,6.68,LT,1.7,1,,first spring on west side of  Timber creek TYPE: Spring Complex SUBSTRATE: sand-gravel ECOTYPE: Meadow GEOLOGY: Alluvium,,[No Data],,2868,,,,,,,,,,
GRBA,BAKE0101,GRBA_P_BAKE0101,[No Data],BAKE0101,,Park,[No Data],738626,4317488,-114.2454772,38.97388593,2459,[No Data],3,,,[No Data],5.8,,8.9,86.9,7.3,LT,1.7,1,,first spring on east side of Timber creek TYPE: Spring Complex SUBSTRATE: clay-silt ECOTYPE: Meadow GEOLOGY: Alluvium,,[No Data],,2869,,,,,,,,,,
GRBA,BAKE0102,GRBA_P_BAKE0102,[No Data],BAKE0102,,Park,[No Data],738418,4316930,-114.2480702,38.96892001,2541,[No Data],3,,,[No Data],4.46,,9.6,127,7.3,LT,1.7,1,,big willow area surrounded by dry meadow TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Sagebrush Steppe GEOLOGY: Granite,,[No Data],,2870,,,,,,,,,,
GRBA,BAKE0103,GRBA_P_BAKE0103,[No Data],BAKE0103,,Park,[No Data],739529,4319212,-114.2344609,38.989157,2265,[No Data],3,,,[No Data],4.24,10,12.3,38.2,6.5,LT,1.7,2,0.5,small seep S of small spring S of road TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2871,,,,,,,,,,
GRBA,BAKE0104,GRBA_P_BAKE0104,[No Data],BAKE0104,,Park,[No Data],739551,4319197,-114.2342124,38.98901597,2263,[No Data],3,,,[No Data],1.04,5,15.6,38.7,6.3,LT,1.7,7,1.2,small muddy creek between forks of Baker creek TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2872,,,,,,,,,,
GRBA,BAKE0105,GRBA_P_BAKE0105,[No Data],BAKE0105,,Park,[No Data],739483,4319178,-114.2350033,38.98886355,2269,[No Data],3,,,[No Data],1.46,20,13.5,30.4,6.4,LT,17,15,1,"small stream S of Baker Ck, N of meadow with pack trail TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium",,[No Data],,2873,,,,,,,,,,
GRBA,BAKE0106,GRBA_P_BAKE0106,[No Data],BAKE0106,,Park,[No Data],739404,4319220,-114.2358997,38.98926319,2281,[No Data],3,,,[No Data],2.57,18,11.9,59.8,7.7,LT,1.7,1,0.3,small spring running through dense shrubs in meadow N of Baker TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Pinyon - Juniper GEOLOGY: Alluvium,,[No Data],,2874,,,,,,,,,,
GRBA,BAKE0107,GRBA_P_BAKE0107,[No Data],BAKE0107,,Park,[No Data],739142,4319143,-114.2389484,38.98864172,2304,[No Data],3,,,[No Data],4.62,,10.4,57.4,6.75,LT,170,4,20,large SH on covered slope N of baker TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Pinyon - Juniper GEOLOGY: Alluvium,,[No Data],,2875,,,,,,,,,,
GRBA,BAKE0108,GRBA_P_BAKE0108,[No Data],BAKE0108,,Park,[No Data],738988,4318941,-114.2407951,38.98686559,2320,[No Data],3,,,[No Data],0,20,10.6,35.2,6.38,LT,1.7,3,0.3,narrow spring between different forks of Baker creek TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2876,,,,,,,,,,
GRBA,BAKE0109,GRBA_P_BAKE0109,[No Data],BAKE0109,,Park,[No Data],735182,4316701,-114.285461,38.96773327,2896,[No Data],3,,,[No Data],4.8,20,4.1,17.1,8.24,LT,17,6,1,short spring just below large meadow between creek and trail TYPE: Spring Complex SUBSTRATE: cobble-boulder ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2877,,,,,,,,,,
GRBA,BAKE0110,GRBA_P_BAKE0110,[No Data],BAKE0110,,Park,[No Data],735195,4316676,-114.2853197,38.96750475,2892,[No Data],3,,,[No Data],4.3,80,5.4,23.1,6.52,LT,17,8,1.5,in trees just S of creek TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2878,,,,,,,,,,
GRBA,BAKE0111,GRBA_P_BAKE0111,[No Data],BAKE0111,,Park,[No Data],735193,4316735,-114.2853224,38.96803636,2902,[No Data],3,,,[No Data],6.08,100,3.5,24.4,6.57,LT,1700,15,2,"starts on trail, flows into creek TYPE: Single Spring SUBSTRATE: cobble-boulder ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Moraine",,[No Data],,2879,,,,,,,,,,
GRBA,BAKE0112,GRBA_P_BAKE0112,[No Data],BAKE0112,,Park,[No Data],736120,4317291,-114.274442,38.97279171,2787,[No Data],3,,,[No Data],8.91,100,6.4,18.8,6.32,LT,1700,3,4,large seep covering entire hillside N of Baker creek above and TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Moraine,,[No Data],,2880,,,,,,,,,,
GRBA,BAKE0113,GRBA_P_BAKE0113,[No Data],BAKE0113,,Park,[No Data],736073,4317363,-114.2749591,38.97345246,2812,[No Data],3,,,[No Data],5,80,5.4,0,6.66,LT,17,3,0.3,small spring that sinks at trail TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Moraine,,[No Data],,2881,,,,,,,,,,
GRBA,BAKE0114,GRBA_P_BAKE0114,[No Data],BAKE0114,,Park,[No Data],736182,4317317,-114.2737181,38.97300903,2782,[No Data],3,,,[No Data],6.1,10,6.3,23.7,6.3,LT,1.7,3,0.1,low flowing spring 5 m west of 113 50 m below trail TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Moraine,,[No Data],,2882,,,,,,,,,,
GRBA,BAKE0115,GRBA_P_BAKE0115,[No Data],BAKE0115,,Park,[No Data],736003,4317485,-114.2757242,38.97456947,2858,[No Data],3,,,[No Data],7.06,400,4.5,0,7.63,LT,1700,10,1.5,large spring that crosses trail TYPE: Single Spring SUBSTRATE: cobble-boulder ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Moraine,,[No Data],,2883,,,,,,,,,,
GRBA,BAKE0116,GRBA_P_BAKE0116,[No Data],BAKE0116,,Park,[No Data],736124,4317306,-114.2743907,38.97292565,2789,[No Data],3,,,[No Data],7.24,90,6.2,25,7.5,LT,17,3,1,spring 30 m below foot bridge E of grass TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Moraine,,[No Data],,2884,,,,,,,,,,
GRBA,BAKE0117,GRBA_P_BAKE0117,[No Data],BAKE0117,,Park,[No Data],735926,4317682,-114.2765441,38.97636344,2877,[No Data],3,,,[No Data],6.37,550,3.2,26.1,7.48,LT,170,6,1.6,spring in small drainage just below talus slope TYPE: Single Spring SUBSTRATE: cobble-boulder ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Moraine,,[No Data],,2885,,,,,,,,,,
GRBA,BAKE0118,GRBA_P_BAKE0118,[No Data],BAKE0118,,Park,[No Data],736116,4317281,-114.2744916,38.97270278,2787,[No Data],3,,,[No Data],7.33,100,6.4,24.9,6.7,LT,170,3,1,complex with one main flow that joins Bake116 TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Moraine,,[No Data],,2886,,,,,,,,,,
GRBA,BAKE0119,GRBA_P_BAKE0119,[No Data],BAKE0119,,Park,[No Data],735936,4317710,-114.2764191,38.97661278,2885,[No Data],3,,,[No Data],7.53,10,4.1,23.6,7.19,LT,170,7,3,wide spring running under rocky slope and popping up at small TYPE: Single Spring SUBSTRATE: cobble-boulder ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Metamorph,,[No Data],,2887,,,,,,,,,,
GRBA,BAKE0120,GRBA_P_BAKE0120,[No Data],BAKE0120,,Park,[No Data],736167,4317294,-114.273899,38.97280605,2781,[No Data],3,,,[No Data],0,15,6.5,24,6.4,LT,1.7,1,0.1,complex of seeps on side of hill with low flow TYPE: Spring Complex SUBSTRATE: cobble-boulder ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Moraine,,[No Data],,2888,,,,,,,,,,
GRBA,BAKE0121,GRBA_P_BAKE0121,[No Data],BAKE0121,,Park,[No Data],736225,4317385,-114.2731988,38.97360952,2782,[No Data],3,,,[No Data],4.94,20,6.7,26.8,7.21,LT,17,2,0.8,spring starting in open rocky depression below baker trail jus TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Moraine,,[No Data],,2889,,,,,,,,,,
GRBA,BAKE0122,GRBA_P_BAKE0122,[No Data],BAKE0122,,Park,[No Data],736252,4317325,-114.2729082,38.97306217,2769,[No Data],3,,,[No Data],10.87,50,6.5,22.7,7.4,LT,17,2,0.3,large complex of small springs TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2890,,,,,,,,,,
GRBA,BAKE0123,GRBA_P_BAKE0123,[No Data],BAKE0123,,Park,[No Data],736334,4317297,-114.2719723,38.97278802,2749,[No Data],3,,,[No Data],5.46,25,6.5,26.8,6.31,LT,17,2,0.5,small spring close to creek in grassy area TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2891,,,,,,,,,,
GRBA,BAKE0124,GRBA_P_BAKE0124,[No Data],BAKE0124,,Park,[No Data],736384,4317300,-114.2713947,38.97280153,2742,[No Data],3,,,[No Data],0,75,6.7,28.9,5.9,LT,17,15,0.5,small flowing spring 25m E of Bake123 TYPE: Spring Complex SUBSTRATE: clay-silt ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2892,,,,,,,,,,
GRBA,BAKE0125,GRBA_P_BAKE0125,[No Data],BAKE0125,,Park,[No Data],736448,4317323,-114.2706488,38.97299129,2739,[No Data],3,,,[No Data],6.14,20,7.7,12.7,6.01,LT,17,2,0.1,small spring on grassy hillside opening TYPE: Spring Complex SUBSTRATE: clay-silt ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2893,,,,,,,,,,
GRBA,BAKE0126,GRBA_P_BAKE0126,[No Data],BAKE0126,,Park,[No Data],736481,4317321,-114.270269,38.97296438,2735,[No Data],3,,,[No Data],6.81,90,7.8,22.7,6.8,LT,17,2,0.5,small flowing bog with group of seeps N of Baker creek TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2894,,,,,,,,,,
GRBA,BAKE0127,GRBA_P_BAKE0127,[No Data],BAKE0127,,Park,[No Data],736722,4317240,-114.2675181,38.9721702,2706,[No Data],3,,,[No Data],7.23,100,5.6,20.1,6.48,LT,170,4,1,complex in forested grassy area so. of Baker creek TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2895,,,,,,,,,,
GRBA,BAKE0128,GRBA_P_BAKE0128,[No Data],BAKE0128,,Park,[No Data],738811,4317954,-114.2431813,38.97802996,2411,[No Data],3,,,[No Data],1.89,55,10.2,0,6.3,LT,1.7,3,1,3 large seeps flowing together at Baker creek TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2896,,,,,,,,,,
GRBA,BAKE0129,GRBA_P_BAKE0129,[No Data],BAKE0129,,Park,[No Data],738777,4318107,-114.2435199,38.97941637,2401,[No Data],3,,,[No Data],2.77,50,10.1,53.8,6.5,LT,1.7,1,0.1,small seep NW of fenced off water supply TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2897,,,,,,,,,,
GRBA,BAKE0130,GRBA_P_BAKE0130,[No Data],BAKE0130,,Park,[No Data],738758,4318173,-114.243716,38.98001561,2394,[No Data],3,,,[No Data],6.21,3000,9.6,43.7,6.7,LT,170,2,0.1,"grassy meadow with willow hedgerow, one nice spring that paral TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium",,[No Data],,2898,,,,,,,,,,
GRBA,BAKE0131,GRBA_P_BAKE0131,[No Data],BAKE0131,,Park,[No Data],738802,4318147,-114.2432177,38.97976959,2391,[No Data],3,,,[No Data],6.6,37.5,10.8,74.4,7,LT,1.7,2,0.1,2 small springheads flow towards Baker Ck for a short distance TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2899,,,,,,,,,,
GRBA,BAKE0132,GRBA_P_BAKE0132,[No Data],BAKE0132,,Park,[No Data],738878,4318811,-114.2421092,38.98572548,2334,[No Data],3,,,[No Data],3.25,20,10.6,72.2,7.4,LT,1.7,7,0.5,small spring in grassy meadow TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Pinyon - Juniper GEOLOGY: Alluvium,,[No Data],,2900,,,,,,,,,,
GRBA,BAKE0133,GRBA_P_BAKE0133,[No Data],BAKE0133,,Park,[No Data],739095,4318888,-114.2395797,38.98635933,2323,[No Data],3,,,[No Data],0,35,10.4,108.4,7.6,LT,1.7,2,0.1,"seep next to road, flows through culvert TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Pinyon - Juniper GEOLOGY: Alluvium",,[No Data],,2901,,,,,,,,,,
GRBA,BAKE0134,GRBA_P_BAKE0134,[No Data],BAKE0134,,Park,[No Data],739111,4318962,-114.2393693,38.98702103,2313,[No Data],3,,,[No Data],4.96,30,11.3,87.2,7.2,LT,17,4,0.5,small springs amidst campsites TYPE: Spring Complex SUBSTRATE: clay-silt ECOTYPE: Pinyon - Juniper GEOLOGY: Alluvium,,[No Data],,2902,,,,,,,,,,
GRBA,BAKE0135,GRBA_P_BAKE0135,[No Data],BAKE0135,,Park,[No Data],739252,4319126,-114.2376857,38.98845866,2290,[No Data],3,,,[No Data],1.28,20,12.1,0,6.8,LT,1.7,4,0.3,small spring S of Baker creek TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Pinyon - Juniper GEOLOGY: Alluvium,,[No Data],,2903,,,,,,,,,,
GRBA,BAKE0136,GRBA_P_BAKE0136,[No Data],BAKE0136,,Park,[No Data],739500,4319048,-114.2348528,38.98768879,2277,[No Data],3,,,[No Data],5.73,300,10.6,58.1,6.8,LT,170,10,0.8,large meadow complex S of creek TYPE: Spring Complex SUBSTRATE: clay-silt ECOTYPE: Pinyon - Juniper GEOLOGY: Alluvium,,[No Data],,2904,,,,,,,,,,
GRBA,BAKE0137,GRBA_P_BAKE0137,[No Data],BAKE0137,,Park,[No Data],739019,4319306,-114.24031,38.99014245,2332,[No Data],3,,,[No Data],5.21,,8.1,33.1,7.1,LT,17,6,1,emerges from under large rock near old corral TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Pinyon - Juniper GEOLOGY: Alluvium,,[No Data],,2905,,,,,,,,,,
GRBA,BAKE0138,GRBA_P_BAKE0138,[No Data],BAKE0138,,Park,[No Data],738996,4319326,-114.2405682,38.99032875,2337,[No Data],3,,,[No Data],6.58,500,7.6,39.2,6.5,LT,170,15,1.5,historic spring in aspen stand TYPE: Single Spring SUBSTRATE: cobble-boulder ECOTYPE: Pinyon - Juniper GEOLOGY: Alluvium,,[No Data],,2906,,,,,,,,,,
GRBA,BAKE0139,GRBA_P_BAKE0139,[No Data],BAKE0139,,Park,[No Data],734091,4317297,-114.2978365,38.97339022,3167,[No Data],3,,,[No Data],0,220,1,0,,LT,1700,0,,North Fork Baker spring in defined channel TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Sub Alpine Fir GEOLOGY: Moraine,,[No Data],,2907,,,,,,,,,,
GRBA,BAKE0140,GRBA_P_BAKE0140,[No Data],BAKE0140,,Park,[No Data],734511,4317283,-114.2929982,38.97315188,3101,[No Data],3,,,[No Data],0,100,2,0,,LT,1700,0,,spring complex flowing out of 2 distinct springheads with lots TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Moraine,,[No Data],,2908,,,,,,,,,,
GRBA,BAKE0141,GRBA_P_BAKE0141,[No Data],BAKE0141,,Park,[No Data],733312,4317378,-114.3067918,38.97432714,3273,[No Data],3,,,[No Data],9.28,150,3.5,23.9,7.8,LT,170,2,0.5,"2 springheads begin in small meadow, meet  and flow into chann TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Sub Alpine Fir GEOLOGY: Moraine",,[No Data],,2909,,,,,,,,,,
GRBA,BAKE0200,GRBA_P_BAKE0200,[No Data],BAKE0200,,Park,[No Data],735651,4316947,-114.2799686,38.96982157,2847,[No Data],3,,,[No Data],8.14,55,5.5,20.7,6.8,LT,170,10,0.1,small spring flowing down grassy slope immediately next to tra TYPE: Single Spring SUBSTRATE: cobble-boulder ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2910,,,,,,,,,,
GRBA,BAKE0201,GRBA_P_BAKE0201,[No Data],BAKE0201,,Park,[No Data],738264,4316586,-114.2499656,38.96586556,2595,[No Data],3,,,[No Data],3.71,,12.5,0,6.9,LT,1.7,0,,"huge seep/sink complex, intermittant from S to N across trail TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Granite",,[No Data],,2911,,,,,,,,,,
GRBA,BAKE0202,GRBA_P_BAKE0202,[No Data],BAKE0202,,Park,[No Data],738142,4316514,-114.2513973,38.96525065,2613,[No Data],3,,,[No Data],5.82,45,9.6,123.5,7,LT,1.7,3.5,0.1,"small mossy spring along trail, joins main drainage TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Metamorph",,[No Data],,2912,,,,,,,,,,
GRBA,BAKE0203,GRBA_P_BAKE0203,[No Data],BAKE0203,,Park,[No Data],738127,4316416,-114.2516043,38.96437262,2629,[No Data],3,,,[No Data],5.29,75,5,115.9,7.2,LT,17,3,0.1,"similar to BAKE202, flows into main drainage TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Metamorph",,[No Data],,2913,,,,,,,,,,
GRBA,BAKE0204,GRBA_P_BAKE0204,[No Data],BAKE0204,,Park,[No Data],737960,4316225,-114.2535962,38.96269878,2689,[No Data],3,,,[No Data],6.66,320,6.8,86.2,7.7,LT,17,3,0.1,complex intermittant seep/spring/bog complex. May be headwater TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Metamorph,,[No Data],,2914,,,,,,,,,,
GRBA,BAKE0205,GRBA_P_BAKE0205,[No Data],BAKE0205,,Park,[No Data],737462,4314875,-114.259806,38.95068238,2964,[No Data],3,,,[No Data],7.02,150,5.1,21.1,7.8,LT,17,2,1,beautiful springhead located just south of Timber creek/Snake TYPE: Single Spring SUBSTRATE: sand-gravel ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Granite,,[No Data],,2915,,,,,,,,,,
GRBA,BAKE0206,GRBA_P_BAKE0206,[No Data],BAKE0206,,Park,[No Data],736993,4314877,-114.2652116,38.95082728,2902,[No Data],3,,,[No Data],3.7,10,9,43.6,6.7,LT,1.7,1,0.1,small water hole spring in large open meadow TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Sagebrush Steppe GEOLOGY: Granite,,[No Data],,2916,,,,,,,,,,
GRBA,BAKE0207,GRBA_P_BAKE0207,[No Data],BAKE0207,,Park,[No Data],737040,4315037,-114.2646144,38.95225476,2896,[No Data],3,,,[No Data],5.55,55,11.3,30.3,6.5,LT,1.7,5,0.3,springhead with pool surrounded by boulders in open meadow TYPE: Single Spring SUBSTRATE: unsorted ECOTYPE: Sagebrush Steppe GEOLOGY: Granite,,[No Data],,2917,,,,,,,,,,
GRBA,BAKE0208,GRBA_P_BAKE0208,[No Data],BAKE0208,,Park,[No Data],736791,4315347,-114.2673776,38.9551124,2871,[No Data],3,,,[No Data],6.14,500,7.9,56,7.2,LT,170,10,0.1,"huge hillside complex of seeps/springs, flows into same draina TYPE: Spring Complex SUBSTRATE: unsorted ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Moraine",,[No Data],,2918,,,,,,,,,,
GRBA,BUMI0001,GRBA_P_BUMI0001,[No Data],BUMI0001,,Park,[No Data],736836,4324145,-114.2638087,39.03429173,2501,[No Data],3,,,[No Data],3.46,9,8.3,0,6.4,LT,17,2.7,,TYPE: Spring Complex SUBSTRATE: clay-silt ECOTYPE: Pinyon - Juniper GEOLOGY: Metamorph,,[No Data],,2919,,,,,,,,,,
GRBA,BUMI0002,GRBA_P_BUMI0002,[No Data],BUMI0002,,Park,[No Data],736945,4323599,-114.2627405,39.02934765,2510,[No Data],3,,,[No Data],6.7,25,6.7,89.9,6.6,LT,17,5.2,,TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Pinyon - Juniper GEOLOGY: Metamorph,,[No Data],,2920,,,,,,,,,,
GRBA,BUMI0003,GRBA_P_BUMI0003,[No Data],BUMI0003,,Park,[No Data],739042,4323137,-114.2387033,39.02461848,2224,[No Data],3,,,[No Data],7.86,290,8.8,161.2,7.2,LT,17,1.4,,data collected from junction of springheads TYPE: Spring Complex SUBSTRATE: sand-gravel ECOTYPE: Pinyon - Juniper GEOLOGY: Metamorph,,[No Data],,2921,,,,,,,,,,
GRBA,BUMI0004,GRBA_P_BUMI0004,[No Data],BUMI0004,,Park,[No Data],737950,4323255,-114.2512629,39.0259784,2417,[No Data],3,,,[No Data],6.82,26,10.2,94.8,7.3,LT,17,1,,spring located in meadow approx. 100 m from Wheeler Peak Sceni TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Pinyon - Juniper GEOLOGY: Metamorph,,[No Data],,2922,,,,,,,,,,
GRBA,CAYO0001,GRBA_P_CAYO0001,[No Data],CAYO0001,,Park,[No Data],742714,4317780,-114.1982369,38.9753911,2172,[No Data],3,,,[No Data],6.7,,6,203.7,7,LT,170,2.3,,seep on west side of creek TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2923,,,,,,,,,,
GRBA,CAYO0002,GRBA_P_CAYO0002,[No Data],CAYO0002,,Park,[No Data],742657,4317627,-114.1989484,38.9740298,2190,[No Data],3,,,[No Data],6.75,70,5,148.3,7.1,LT,17,1,,east side of creek TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2924,,,,,,,,,,
GRBA,CAYO0003,GRBA_P_CAYO0003,[No Data],CAYO0003,,Park,[No Data],742516,4317353,-114.2006714,38.97160268,2228,[No Data],3,,,[No Data],6.7,36,6,259.8,7.1,LT,17,1,,west side of creek TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2925,,,,,,,,,,
GRBA,CAYO0004,GRBA_P_CAYO0004,[No Data],CAYO0004,,Park,[No Data],742519,4317320,-114.2006485,38.97130482,2232,[No Data],3,,,[No Data],0,,5,259.6,6.9,LT,1.7,3.5,,very small seep 25 ft NW of Cayo003 TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2926,,,,,,,,,,
GRBA,CAYO0005,GRBA_P_CAYO0005,[No Data],CAYO0005,,Park,[No Data],742352,4316908,-114.20272,38.96764277,2286,[No Data],3,,,[No Data],0,,5,125.5,6.5,LT,17,5,,TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2927,,,,,,,,,,
GRBA,CAYO0006,GRBA_P_CAYO0006,[No Data],CAYO0006,,Park,[No Data],742133,4316379,-114.2054321,38.96294196,2374,[No Data],3,,,[No Data],5.23,95,5,80.3,6.83,LT,17,2,,TYPE: Single Spring SUBSTRATE: cobble-boulder ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2928,,,,,,,,,,
GRBA,CAYO0007,GRBA_P_CAYO0007,[No Data],CAYO0007,,Park,[No Data],742075,4316292,-114.2061316,38.96217492,2392,[No Data],3,,,[No Data],9.47,150,3,58.6,7.62,LT,17,2,,TYPE: Single Spring SUBSTRATE: sand-gravel ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2929,,,,,,,,,,
GRBA,CAYO0008,GRBA_P_CAYO0008,[No Data],CAYO0008,,Park,[No Data],741985,4316248,-114.2071847,38.96180374,2397,[No Data],3,,,[No Data],0,8,5,46.3,7.12,LT,1.7,0.5,,east side of creek TYPE: Single Spring SUBSTRATE: clay-silt ECOTYPE: Aspen - Mixed Conifer GEOLOGY: Alluvium,,[No Data],,2930,,,,,,,,,,
